date,Isis,terrorism,Syria,Turkey,Iraq,Qatar,Iran,persian gulf,opec,blending,brent,crack spread,crude oil,liquefied natural gas,liquefied petroleum gas,nymex,petroleum,refined products,refinery,residual fuel oil,wti,oil barrel,petroleum industry,crude inventories,lease condensate,hydrocarbons,pentanes,pipeline,GDP,recession,energy,economic growth,commodity,price of gold,price of oil,price of crude,oil volatility,oil producers,oil exporter,oil sands,peak oil,Canada,Japan,Middle East,South America,Norway,Alberta,China,Australia,Russia,Arctic,oil rich,CAD/USD,CAD/JPY,oil market,cost per gallon,refining capacity,fuel efficiency,CPI,oil crisis,inflation,Gulf War,store oil,oil transportation,natural gas,the interest rates,world crude,supply,interest rates,endogenous variables,federal funds rate,real oil price,share of oil,marginal production cost,income elasticity,the oil supply,volatility,demand and supply,production levels,barrels per day,oil markets,world economic growth,impulse response function,var model,crude oil futures,oil prices,spr releases,Government Policy,crude oil prices,oil shock,us oil,american economic review,exchange and interest,the oil,demand shock,US,exchange rates,monetary policy,bureau of economic,global production,market uncertainty,market volatility,spot price,energy information administration,spr release,saudi arabia,private stocks,crude oil supply,wti futures price,funds rate,the middle east,demand,federal funds,impulse responses,wti futures,supply shock,price elasticity,crude oil price,crude price,oil consumption,elasticity of demand,Energy Prices,scarcity rent,oil supply,oil production,oil price,that monetary policy,natural gas production,marginal revenue,multipliers,the regression,strategic petroleum,gasoline demand,oil demand,the interest rate,impulse response,oil futures,interest rate,barrels of oil,real gdp,oil price change,run demand,chinese oil consumption,strategic petroleum reserve,Oil Shocks,us real,futures price
2010-10-01,5,23,7,26,6,33,33,23,20,63,71,21,23,27,32,17,60,29,48,8,11,9,22,33,0,52,15,34,68,26,94,48,68,41,15,13,30,26,10,29,18,53,19,35,46,24,47,66,68,35,31,54,23,10,30,46,9,25,64,20,60,14,53,40,54,56,25,66,51,23,19,10,53,31,60,36,47,64,64,23,27,38,41,59,19,14,0,40,10,41,31,18,48,40,19,59,36,45,23,41,10,36,62,25,8,51,35,16,7,21,41,88,36,8,2,51,72,12,12,28,69,39,9,35,32,16,14,32,51,27,47,3,25,30,40,41,13,56,27,70,42,48,11,2,21,69,23
2010-11-01,5,23,7,81,6,32,32,23,22,66,93,28,24,31,33,18,58,30,46,13,12,10,24,25,14,51,18,33,71,26,95,49,70,45,16,14,38,22,9,29,21,54,18,33,42,24,47,67,66,36,34,47,21,10,32,50,8,25,64,24,70,16,55,38,58,62,31,66,53,26,22,9,37,45,59,47,50,63,49,21,26,44,47,51,16,15,0,41,13,38,31,20,32,38,13,67,34,64,21,44,17,31,74,18,22,50,32,22,14,24,41,85,37,15,10,43,59,12,12,28,57,50,4,35,34,18,26,38,67,30,48,3,11,35,44,40,13,58,24,61,40,49,0,4,25,74,23
2010-12-01,5,19,7,37,5,63,31,25,20,59,81,31,22,26,23,16,56,25,43,12,11,11,18,27,0,38,7,35,56,21,82,38,63,42,17,14,16,24,10,28,20,54,17,32,38,24,42,59,61,39,39,51,28,25,30,47,6,22,54,20,56,13,58,33,52,49,22,65,46,13,23,8,35,29,33,23,43,45,48,13,25,35,31,56,14,18,0,32,14,36,27,11,42,33,11,68,28,60,18,35,10,23,68,20,15,48,27,17,0,28,37,78,36,9,10,42,42,14,13,26,42,36,11,31,29,19,33,28,47,21,38,3,16,21,33,34,12,50,24,44,35,46,21,2,24,77,19
2011-01-01,5,20,8,24,5,43,34,20,23,65,81,33,28,26,28,18,57,42,48,15,15,14,20,29,0,48,7,38,66,20,89,40,72,45,22,22,29,30,7,32,20,54,17,37,45,25,53,64,73,39,41,58,24,10,35,51,13,23,62,19,69,16,50,34,56,45,30,65,53,27,13,17,39,17,24,38,43,52,44,21,25,47,37,45,24,22,0,38,20,38,29,12,31,38,6,58,30,46,16,45,15,25,68,22,0,57,39,10,12,20,45,80,27,19,7,25,40,16,16,29,38,47,3,35,37,22,9,34,23,22,32,3,18,27,37,32,20,57,27,46,32,29,20,3,24,75,22
2011-02-01,5,19,8,22,5,38,37,26,30,66,86,50,40,30,37,24,57,45,53,9,33,23,23,22,7,53,7,36,72,19,94,47,76,43,32,35,34,51,14,39,22,51,18,56,43,23,51,61,64,35,40,68,25,10,38,63,7,26,67,32,72,15,50,41,58,57,43,64,55,25,22,22,49,29,54,39,47,67,50,26,35,45,58,51,41,29,0,40,34,50,49,16,37,41,18,57,29,49,20,49,14,33,68,22,7,59,42,26,26,23,71,86,37,19,20,48,61,25,26,35,50,48,12,35,53,29,16,38,36,25,40,7,22,33,44,49,31,59,42,67,39,44,10,6,39,71,27
2011-03-01,5,20,12,21,5,39,29,27,32,65,75,45,43,44,34,24,57,37,56,12,24,24,26,17,6,49,12,34,68,22,94,53,75,41,35,35,40,56,16,35,21,52,100,46,43,23,51,66,65,38,38,72,35,26,42,69,11,32,67,40,67,17,50,46,60,63,52,67,50,25,21,25,41,45,43,69,53,59,51,39,41,47,56,59,42,33,0,45,38,48,65,18,45,44,14,59,26,54,17,57,14,30,74,28,13,66,29,36,6,25,60,86,37,15,20,53,52,28,28,43,46,54,11,45,58,33,24,48,43,31,43,22,26,45,48,41,28,60,46,65,41,50,0,27,45,66,31
2011-04-01,5,19,14,25,4,36,27,27,29,65,77,62,33,33,30,19,53,37,52,21,18,20,24,19,0,45,13,33,68,20,89,48,75,47,30,31,26,35,13,32,18,54,30,38,40,23,50,63,58,39,33,61,42,24,37,85,12,34,69,30,69,17,51,42,56,62,38,69,48,30,37,23,71,35,41,64,49,60,59,31,45,56,55,82,27,28,0,43,35,55,53,17,56,42,11,60,25,68,16,54,18,35,94,28,14,54,35,25,6,27,52,84,53,11,27,78,47,20,21,42,46,43,3,41,44,28,46,38,53,28,55,5,31,41,52,42,22,59,44,64,40,58,20,5,36,77,25
2011-05-01,5,27,11,23,5,34,28,35,28,60,71,48,39,41,33,20,52,39,53,14,18,22,22,34,6,48,16,33,59,18,86,45,74,45,34,35,40,29,12,32,17,52,23,40,40,26,55,61,62,39,35,64,37,35,34,68,10,32,64,30,63,24,55,35,54,57,39,67,46,20,22,21,46,35,38,59,49,53,52,26,24,42,33,72,29,34,0,42,40,57,45,14,44,41,17,58,27,64,18,47,17,33,88,25,0,57,32,15,12,26,53,82,37,22,15,62,49,25,26,33,42,48,9,37,42,30,38,42,49,27,50,3,26,34,42,40,25,59,40,57,43,44,28,4,22,67,25
2011-06-01,5,17,12,23,4,35,26,22,28,61,73,37,30,36,26,17,53,40,55,16,17,14,22,33,6,40,16,32,54,18,85,37,65,39,22,21,32,28,8,29,15,53,22,31,36,26,54,61,61,34,39,57,29,9,32,52,9,27,63,18,54,14,53,37,51,47,20,69,45,14,13,12,42,27,21,42,44,41,43,32,26,34,21,75,24,23,83,33,30,44,36,13,38,35,6,62,27,47,16,41,9,25,58,20,73,59,31,13,6,20,37,75,30,8,10,36,38,17,18,37,29,48,8,32,40,22,24,42,29,22,38,27,12,32,36,30,14,52,38,40,43,28,0,29,20,67,17
2011-07-01,5,18,9,22,4,36,24,19,13,62,72,35,23,45,30,13,50,31,54,11,14,11,22,26,0,31,19,31,57,16,82,34,63,51,17,15,24,29,11,22,12,50,22,27,36,100,52,60,62,33,32,55,39,18,30,51,7,27,60,13,51,11,56,33,47,50,23,69,48,20,9,12,28,23,28,37,42,38,46,25,24,33,13,72,17,18,83,28,21,47,28,12,35,33,8,62,28,38,18,34,17,24,64,21,46,57,45,13,12,17,26,75,25,11,13,30,28,12,12,25,30,51,11,35,32,17,21,29,24,27,33,6,13,22,37,25,12,54,20,40,42,36,9,6,27,76,18
2011-08-01,5,16,12,23,4,34,27,35,15,62,78,34,36,36,26,20,50,25,56,15,21,18,19,24,6,36,6,36,60,42,83,38,70,100,29,29,25,28,8,27,13,50,20,30,36,32,51,63,64,33,33,45,23,30,40,54,9,26,58,13,58,12,55,37,48,56,33,74,59,19,16,17,43,16,31,34,56,40,46,23,42,31,22,89,21,30,0,28,39,42,33,12,20,34,12,63,32,42,17,39,13,56,100,18,31,61,34,8,6,19,32,76,31,13,16,26,30,24,25,23,32,54,3,31,35,26,13,32,22,23,32,4,15,27,37,27,23,57,29,34,44,26,27,2,34,73,29
2011-09-01,5,22,9,22,4,38,32,24,18,63,73,34,27,46,32,15,51,34,56,15,16,12,22,10,0,48,15,39,62,30,88,48,72,84,22,22,33,28,8,31,14,47,21,35,43,25,49,63,60,39,33,52,24,21,32,58,11,26,58,15,58,13,54,38,51,52,31,68,48,39,14,14,40,38,56,46,49,71,48,16,30,46,23,72,18,24,38,35,23,38,31,16,27,37,13,70,28,46,18,38,14,37,79,21,12,59,23,19,22,15,42,87,31,12,14,49,64,16,16,28,61,47,9,33,33,20,21,27,36,31,47,3,22,33,42,40,12,54,20,53,40,38,9,3,25,68,25
2011-10-01,5,19,9,30,4,39,31,21,19,66,72,35,26,42,25,13,51,34,56,9,15,11,20,21,0,49,25,37,66,28,93,49,65,70,20,18,29,27,9,31,13,46,19,35,42,25,46,68,59,35,36,71,28,24,30,62,8,24,59,20,62,12,58,39,52,64,24,67,46,20,20,10,36,63,70,50,52,71,69,22,31,46,44,62,19,23,0,38,23,41,35,15,34,38,21,57,23,48,19,44,24,33,61,21,40,63,33,14,11,20,46,88,32,17,19,70,80,12,13,30,70,50,10,36,36,19,27,46,55,40,52,3,25,33,46,42,13,56,28,74,37,55,17,2,13,68,23
2011-11-01,5,19,12,85,4,38,45,20,21,67,67,36,25,42,33,13,52,29,51,10,14,12,22,15,0,51,17,41,72,27,92,51,65,65,19,18,34,28,13,36,14,46,17,33,41,25,46,65,56,38,39,57,25,12,31,53,11,25,56,20,65,14,55,42,56,65,24,68,46,20,23,16,35,44,59,60,48,65,67,22,28,50,57,86,20,19,0,40,19,39,34,16,44,39,20,66,22,63,17,47,21,32,53,22,12,56,25,14,21,21,44,82,33,12,12,52,59,15,14,30,58,46,13,35,37,18,29,27,71,34,48,3,23,31,49,41,14,57,30,63,36,61,0,2,23,69,22
2011-12-01,5,17,11,37,5,38,46,20,18,59,70,26,20,31,31,11,47,29,48,9,11,10,19,21,5,37,8,43,56,22,80,37,59,65,15,13,26,24,20,31,12,45,17,31,36,26,40,60,54,39,38,52,19,31,29,50,7,22,52,17,55,13,67,38,48,50,22,67,41,27,27,11,31,29,33,41,40,45,46,13,15,33,24,88,13,17,0,30,15,35,33,9,41,34,14,65,21,58,14,39,15,25,50,20,6,57,32,17,10,21,39,71,35,11,10,60,43,10,10,27,46,33,8,32,33,15,28,34,49,25,46,3,10,21,39,32,9,51,28,39,45,44,16,3,21,66,20
2012-01-01,5,16,10,23,4,42,56,36,19,68,70,35,23,43,37,12,53,39,59,6,12,11,21,7,0,46,23,51,60,20,90,40,60,58,18,14,29,30,20,34,12,47,17,34,43,28,47,59,64,37,42,50,22,25,31,52,10,24,56,17,57,13,63,36,58,49,22,65,47,14,11,8,35,28,35,39,41,53,57,27,24,32,23,57,14,18,0,33,17,48,41,11,29,38,14,57,21,42,12,44,11,33,48,24,5,54,31,21,5,19,42,78,26,18,8,43,43,10,10,28,37,43,8,32,37,17,19,38,33,27,35,3,21,28,40,35,11,53,22,45,44,27,8,3,30,68,19
2012-02-01,5,17,22,21,4,42,61,27,22,73,65,36,26,45,24,13,56,47,63,10,16,13,21,25,5,56,11,45,67,19,94,46,67,54,20,18,29,31,16,37,13,43,17,36,40,26,47,61,59,39,38,68,22,15,35,63,15,27,57,22,59,14,60,45,60,61,31,67,49,38,15,11,38,52,59,67,45,72,56,29,31,36,35,61,19,21,0,37,22,45,49,12,45,42,17,59,20,51,16,39,15,32,50,26,16,59,40,21,15,20,47,82,33,18,14,44,66,11,13,36,61,46,8,42,45,19,22,45,39,30,52,8,35,37,52,34,17,58,43,76,56,45,31,8,36,63,22
2012-03-01,5,17,16,21,4,40,47,25,26,70,64,39,26,45,32,12,54,33,58,5,14,14,23,14,0,47,0,43,63,18,90,52,65,48,21,20,40,31,25,35,13,44,18,34,40,34,49,62,55,44,36,65,33,21,35,64,14,28,60,23,60,14,60,43,59,63,26,67,47,40,18,14,42,37,47,59,50,59,72,33,28,44,41,71,18,19,0,41,21,45,55,12,47,43,21,57,20,61,17,48,14,35,46,31,36,58,26,21,14,21,43,81,30,20,12,59,54,11,12,37,51,45,11,38,51,19,28,41,55,28,52,14,31,37,50,37,14,59,47,74,43,54,7,14,36,63,19
2012-04-01,6,17,11,24,3,44,35,29,21,68,65,20,23,41,33,11,53,38,57,13,12,11,23,24,10,49,13,37,62,21,88,51,61,40,18,18,24,30,16,32,12,43,17,32,38,33,56,63,53,38,35,70,29,15,31,73,14,28,60,25,58,16,56,39,60,66,30,69,47,32,29,18,46,44,47,51,49,62,72,30,26,42,46,69,14,16,0,44,19,44,43,14,60,42,17,56,20,76,15,49,17,34,40,26,16,59,33,16,10,24,40,84,39,22,10,68,54,10,10,31,52,42,12,35,40,16,39,49,65,31,57,6,18,29,59,39,11,62,32,64,52,62,15,5,29,66,19
2012-05-01,6,18,12,23,3,41,33,71,23,66,67,30,27,55,30,12,58,42,62,15,14,12,20,28,0,49,17,37,61,19,88,49,62,42,19,20,25,28,13,31,10,42,17,32,38,34,49,61,56,42,29,72,28,24,31,66,11,26,61,26,56,22,62,40,59,58,22,70,47,24,20,12,41,38,43,51,46,56,54,26,33,41,38,81,15,17,32,43,22,43,40,14,54,43,23,57,25,63,14,56,12,35,45,18,20,61,37,7,0,21,42,83,30,17,13,75,47,14,15,28,47,36,6,31,41,18,40,46,42,27,47,4,12,27,49,33,12,61,31,48,54,47,14,5,33,62,21
2012-06-01,5,13,17,24,3,39,29,30,19,64,67,32,29,34,44,12,55,33,55,17,17,13,21,22,10,38,13,34,53,15,81,39,61,43,22,21,20,24,14,29,10,43,17,28,33,28,50,60,55,49,28,60,35,7,31,57,10,22,56,15,47,12,60,36,50,55,23,68,48,27,13,12,31,36,27,36,41,42,44,22,27,33,31,78,19,21,33,28,28,37,32,11,43,37,14,64,23,44,12,37,12,27,46,16,10,64,33,11,24,16,31,82,23,12,15,47,37,18,18,24,33,36,8,29,34,21,21,39,30,28,36,4,13,24,44,25,14,57,24,42,52,36,0,3,24,66,18
2012-07-01,5,13,21,23,3,40,33,36,16,65,69,29,23,37,31,10,51,33,57,7,14,9,29,17,5,31,10,34,49,15,78,33,61,41,18,17,26,24,10,24,8,43,17,28,32,31,51,60,55,35,33,65,27,7,31,59,8,23,84,11,43,10,63,28,49,49,19,72,45,26,13,12,31,31,25,34,38,40,46,19,28,28,31,63,14,16,0,27,22,42,31,9,30,37,11,62,21,39,11,39,12,27,43,17,0,68,26,14,5,16,30,81,24,16,13,27,34,12,13,24,35,34,4,31,32,18,26,36,20,24,33,3,16,21,41,27,11,57,20,33,64,31,15,2,29,65,20
2012-08-01,6,13,20,22,3,38,42,22,13,62,70,29,21,34,42,10,50,31,91,7,12,8,27,21,10,32,12,36,49,16,78,36,58,45,16,14,19,25,9,23,9,42,18,29,36,29,50,63,57,42,31,66,43,35,28,55,7,25,68,10,44,9,63,38,48,43,22,74,43,17,9,11,27,19,27,34,40,41,42,19,23,26,24,60,14,14,0,28,18,48,31,8,30,37,7,63,20,38,11,41,8,23,46,10,30,63,25,13,0,15,31,74,24,11,15,38,31,10,11,24,32,34,6,31,32,16,25,39,21,23,32,6,7,23,41,29,10,55,21,30,58,26,14,6,23,69,17
2012-09-01,6,17,15,23,4,41,42,29,17,70,70,28,25,36,33,11,55,50,62,10,12,10,28,21,5,48,15,36,62,17,86,50,66,48,19,17,30,25,13,26,9,42,18,41,44,26,48,66,56,36,32,72,29,14,31,58,8,25,74,15,56,12,67,37,51,59,31,69,44,37,12,11,40,49,61,62,43,75,69,29,22,38,42,77,15,16,0,37,17,36,39,16,38,41,7,72,18,49,14,45,20,33,61,16,100,69,47,15,9,17,56,85,28,10,10,50,73,12,12,27,65,40,11,33,37,17,16,39,37,31,47,6,28,27,50,41,10,57,27,57,53,38,7,3,27,71,20
2012-10-01,5,17,17,28,4,39,39,23,17,72,64,25,26,36,33,10,55,39,57,14,13,10,24,19,4,48,18,40,65,19,94,52,66,43,19,18,30,31,13,29,10,42,17,36,41,25,45,60,55,37,32,69,35,25,32,58,10,25,67,16,57,12,63,44,57,61,32,67,47,25,17,15,44,83,79,63,45,80,62,30,29,45,45,71,15,18,0,40,19,46,43,15,49,41,21,64,16,53,15,38,11,28,49,16,36,63,36,26,8,19,46,87,30,13,11,61,92,12,12,27,81,58,6,33,54,18,25,50,58,37,57,5,25,31,57,41,11,61,29,82,48,59,20,4,28,73,21
2012-11-01,7,16,14,84,3,39,36,20,17,71,65,15,23,41,34,9,53,34,50,9,12,9,21,15,7,44,0,37,63,21,89,51,61,45,17,14,31,24,17,30,10,42,17,38,38,24,44,59,56,36,33,63,23,38,31,59,8,25,59,17,54,13,67,43,61,63,22,67,41,38,18,12,27,64,52,61,44,64,61,26,23,42,30,73,11,16,29,41,14,37,47,13,48,41,26,76,14,59,14,45,16,26,51,15,9,64,26,17,8,19,52,82,33,9,12,63,61,9,10,27,59,45,7,30,44,16,41,40,80,30,50,4,15,28,56,41,9,55,31,60,44,62,13,4,31,76,21
2012-12-01,6,14,18,39,3,39,30,18,16,66,82,21,18,41,32,8,46,29,45,13,10,7,17,13,13,38,4,39,49,15,75,39,55,44,13,10,23,21,15,24,9,41,18,29,35,26,38,59,53,38,38,57,22,19,27,48,5,19,48,13,48,12,75,32,47,55,14,64,40,28,22,9,29,37,37,42,37,48,41,15,18,32,34,69,12,13,0,34,12,40,28,13,45,36,20,69,14,60,14,36,16,26,49,16,5,59,24,11,0,19,38,77,29,9,8,69,44,8,8,23,46,34,12,27,31,13,44,36,58,27,46,2,16,19,43,35,7,50,22,48,41,50,7,1,22,66,18
2013-01-01,7,14,13,23,3,43,30,18,17,75,81,19,20,38,39,9,53,29,51,12,12,8,20,11,4,47,16,38,56,15,85,41,59,43,15,12,18,24,14,28,8,42,17,31,43,26,47,57,59,38,40,66,19,12,28,64,9,22,52,12,53,12,70,39,53,51,18,65,44,31,11,9,45,38,42,40,40,54,48,19,22,41,47,64,12,12,0,34,13,35,32,13,23,41,9,58,15,43,13,40,11,23,49,17,0,65,35,12,11,15,35,78,22,10,12,39,41,8,8,25,40,34,11,29,36,15,20,38,27,27,40,3,15,22,43,34,7,54,26,46,46,33,12,3,27,64,17
2013-02-01,5,16,12,22,3,43,34,19,18,76,63,34,21,42,26,9,51,34,52,12,13,9,23,16,4,51,11,41,60,15,86,51,64,44,16,14,28,23,11,28,8,41,16,32,40,24,45,56,55,100,38,66,22,40,30,61,9,23,52,13,57,12,63,38,53,64,22,64,46,37,18,13,29,54,66,56,44,73,68,19,22,41,41,58,9,13,0,40,12,42,31,12,38,42,22,59,17,54,15,46,14,26,50,18,9,64,41,12,8,21,40,83,30,13,14,68,71,9,9,24,64,35,8,31,37,15,27,42,40,32,52,3,27,28,59,44,7,60,31,77,46,49,13,2,32,66,20
2013-03-01,5,15,14,24,4,40,32,17,18,73,70,31,19,46,41,8,49,34,51,10,11,8,21,4,8,42,12,40,60,15,83,49,62,41,14,13,24,24,8,28,8,42,18,31,41,24,46,59,59,42,35,67,25,20,29,64,6,24,49,14,56,13,66,44,51,63,18,68,47,35,18,9,37,54,50,49,45,68,70,24,24,38,41,77,9,11,26,40,12,48,33,12,37,42,27,58,18,58,12,44,15,28,49,17,4,65,31,11,7,22,38,82,30,17,7,54,55,8,9,28,55,37,11,29,36,15,34,38,51,32,53,3,17,29,56,42,7,61,30,69,46,60,6,3,26,66,18
2013-04-01,6,28,14,25,4,47,35,22,20,74,66,30,22,52,39,8,51,41,56,13,12,9,23,7,4,45,8,43,60,16,86,53,71,80,15,14,26,23,9,29,8,42,18,32,38,25,46,63,55,41,30,78,24,25,30,60,11,23,53,19,59,18,66,43,55,71,15,69,47,22,29,14,39,56,42,60,48,67,65,19,25,52,59,81,10,11,0,47,15,49,33,15,60,43,26,62,18,74,13,44,16,33,75,21,4,77,36,19,8,27,41,82,41,16,12,60,58,10,11,29,49,38,7,31,37,16,49,47,75,30,65,3,19,26,64,48,8,63,32,79,46,76,6,2,35,66,22
2013-05-01,6,21,21,24,3,41,29,31,23,71,65,24,20,39,31,8,51,40,53,19,11,7,18,16,10,49,6,38,54,16,82,48,63,51,13,11,29,22,10,26,8,40,18,31,37,28,47,60,53,39,29,65,30,17,28,61,10,21,48,19,54,21,63,37,52,65,20,69,49,31,21,12,31,39,43,46,43,55,54,15,20,48,32,63,11,10,25,41,10,50,31,13,42,42,28,58,18,68,11,43,10,27,54,16,20,72,39,17,0,21,39,75,29,14,6,68,50,9,9,27,49,33,8,29,36,14,52,43,50,27,56,3,10,24,54,42,6,61,27,56,54,54,17,2,30,62,20
2013-06-01,5,13,20,28,4,43,33,15,15,70,66,22,18,38,42,8,48,33,51,10,10,7,17,12,10,34,8,36,45,11,76,37,56,50,12,12,19,19,10,22,6,41,19,27,33,26,58,56,55,37,36,68,27,17,26,55,8,20,66,11,45,12,66,32,48,58,18,70,56,25,13,11,30,25,28,39,42,42,51,14,23,31,31,54,12,9,0,27,11,44,26,10,37,37,14,72,19,45,9,32,10,34,53,17,8,69,38,4,8,19,28,72,21,15,18,48,38,7,9,23,36,30,2,27,31,13,21,39,26,24,37,3,10,22,46,27,7,59,18,40,49,36,12,2,28,67,18
2013-07-01,5,12,15,22,3,42,25,25,11,71,65,25,21,33,30,9,49,28,52,9,15,8,21,18,6,29,8,36,44,9,74,31,59,53,14,13,18,21,9,20,7,42,17,25,31,26,49,56,56,35,41,66,17,20,28,56,8,21,67,8,42,9,72,37,46,56,20,71,54,28,12,13,36,26,30,40,37,40,45,21,19,32,29,76,13,10,0,27,13,44,27,10,22,38,12,64,18,38,11,32,9,23,50,11,12,74,22,15,19,17,25,75,22,14,21,38,33,10,11,23,33,32,8,28,33,15,24,33,28,20,33,2,11,19,43,24,9,60,22,35,54,32,6,2,32,69,19
2013-08-01,6,13,67,22,3,41,28,18,11,69,65,18,18,31,25,8,47,28,52,8,12,7,22,10,8,31,8,39,43,10,74,32,59,48,13,11,19,23,6,18,6,39,18,32,34,26,47,58,59,41,41,72,28,11,28,56,5,21,60,11,43,10,68,32,44,49,17,72,52,16,9,13,38,25,22,32,36,38,38,17,24,23,25,61,12,10,0,29,12,48,28,8,24,38,8,66,21,40,11,31,12,23,52,12,0,71,35,10,4,15,35,74,22,16,11,32,28,9,9,23,31,31,6,28,32,15,22,38,19,21,30,3,6,17,40,29,8,57,20,28,55,29,0,3,33,69,18
2013-09-01,5,16,100,22,4,43,30,19,14,76,68,21,20,43,33,6,51,34,53,13,11,8,24,11,6,48,13,39,55,13,82,44,59,44,15,13,21,23,9,23,6,39,18,36,43,25,45,59,56,44,61,74,26,22,29,62,8,22,58,14,50,12,67,40,48,58,29,68,49,43,13,10,46,56,56,55,40,85,55,25,25,38,30,53,13,12,51,34,11,41,31,11,39,40,11,71,18,47,13,34,19,27,45,14,0,72,30,16,4,20,46,86,25,14,13,42,71,9,9,25,71,35,11,33,38,16,25,34,33,28,49,3,26,29,52,36,7,58,25,61,54,40,0,2,28,67,19
2013-10-01,6,16,17,27,3,41,26,17,16,77,65,26,19,47,39,7,51,27,58,5,11,8,21,16,4,48,17,40,61,14,90,49,61,44,15,11,27,24,10,23,6,39,19,30,43,25,44,63,60,38,53,67,33,31,30,59,8,22,54,13,54,10,64,39,51,66,26,68,45,41,15,11,36,70,89,56,45,87,70,21,19,42,44,73,12,12,0,44,11,39,31,15,47,41,16,63,15,51,13,47,19,32,45,15,11,68,37,14,14,20,38,86,31,12,17,62,91,7,7,24,84,85,16,33,39,14,29,45,58,35,66,3,32,27,59,46,8,58,24,82,50,60,11,2,27,67,19
2013-11-01,6,16,14,88,3,42,32,17,16,77,61,27,19,47,35,6,49,26,51,7,11,7,19,14,4,46,11,39,57,13,85,47,56,38,14,11,21,21,9,25,7,42,18,30,38,25,42,63,58,39,54,66,20,11,29,57,9,20,47,14,56,12,72,38,52,65,23,67,42,37,24,9,42,66,55,53,42,69,73,25,25,40,41,59,11,11,24,41,10,37,29,12,52,41,21,66,13,62,12,42,17,31,42,14,15,77,27,26,7,24,35,79,31,18,18,65,62,8,8,29,64,52,11,30,35,14,36,46,83,34,60,2,17,25,57,43,8,56,27,67,47,75,11,2,22,66,17
2013-12-01,5,14,13,43,3,41,28,17,15,74,64,23,15,38,41,7,45,20,48,5,8,6,16,7,4,40,6,40,48,12,74,37,53,41,12,9,23,19,9,19,6,42,17,28,35,24,38,59,52,38,56,61,25,11,28,50,6,19,40,11,51,10,83,32,47,53,24,65,36,38,24,8,35,49,43,39,37,59,54,22,16,36,40,65,11,9,0,36,9,39,28,12,53,38,18,69,13,61,10,33,14,24,43,10,0,66,25,5,7,23,33,74,31,14,16,50,49,6,6,24,48,35,4,26,31,13,53,37,58,29,52,2,12,20,48,35,7,49,20,45,56,61,11,1,28,72,18
2014-01-01,8,14,13,24,3,45,27,17,15,81,66,20,18,44,30,8,49,34,51,3,10,7,19,10,5,47,5,41,52,11,83,40,58,46,14,11,18,20,10,30,6,43,18,29,40,28,45,58,58,42,58,84,32,10,31,70,8,21,44,11,55,10,70,39,57,53,19,64,45,29,12,10,36,32,36,37,40,60,54,17,23,34,33,66,11,11,0,34,8,40,28,11,36,41,8,61,14,44,10,41,10,22,42,13,11,65,35,15,3,16,34,80,21,18,7,32,42,7,7,24,42,46,8,30,33,14,17,42,28,23,37,2,9,23,43,34,7,57,25,46,50,35,0,2,26,65,19
2014-02-01,7,16,12,22,3,43,28,18,17,83,60,20,19,50,34,9,51,39,53,10,10,8,19,9,9,51,11,45,63,12,86,50,62,41,14,10,34,23,9,25,6,48,18,30,40,34,43,57,53,89,57,75,34,16,30,64,6,22,46,12,57,13,68,41,59,64,22,66,43,34,16,10,30,52,72,65,45,76,60,26,19,44,54,74,9,10,0,39,6,52,32,12,44,43,19,63,13,49,12,40,12,30,45,19,4,67,38,14,4,20,36,80,26,23,14,47,72,6,6,24,71,47,15,33,35,13,31,46,39,32,53,2,33,26,62,44,7,60,28,83,46,47,0,2,31,66,21
2014-03-01,6,16,12,24,3,48,26,17,18,81,60,22,18,48,31,7,49,38,53,10,10,7,22,5,3,48,10,42,61,13,86,53,63,39,14,11,24,23,14,23,8,42,18,29,37,24,44,62,56,100,50,81,35,22,31,62,9,22,48,19,60,14,72,43,55,68,23,68,46,31,18,9,43,62,58,60,44,75,64,19,21,49,51,97,9,9,0,43,8,48,33,12,56,46,23,59,16,59,13,44,14,27,47,16,11,67,43,17,6,22,35,82,30,17,12,52,66,7,6,25,65,39,9,34,38,15,37,50,57,31,59,5,17,22,62,43,7,61,29,72,53,59,15,6,29,65,21
2014-04-01,6,16,11,27,3,43,26,26,19,79,63,18,17,49,38,7,49,30,52,9,9,7,19,8,9,47,4,43,60,13,84,51,61,35,13,11,29,21,11,22,7,41,19,30,38,24,44,59,52,55,44,71,32,18,29,60,7,23,49,16,58,17,69,42,51,65,19,68,42,36,30,11,41,56,40,54,46,67,75,24,20,47,68,92,13,7,0,46,7,46,31,12,59,45,29,61,14,70,13,44,17,31,39,14,15,69,36,18,7,26,36,80,39,14,11,78,54,6,6,26,52,32,10,32,37,13,68,42,73,31,73,4,15,25,66,48,7,61,27,74,53,79,0,2,33,68,20
