date,Isis,terrorism,Syria,Turkey,Iraq,Qatar,Iran,persian gulf,opec,blending,brent,crack spread,crude oil,liquefied natural gas,liquefied petroleum gas,nymex,petroleum,refined products,refinery,residual fuel oil,wti,oil barrel,petroleum industry,crude inventories,lease condensate,hydrocarbons,pentanes,pipeline,GDP,recession,energy,economic growth,commodity,price of gold,price of oil,price of crude,oil volatility,oil producers,oil exporter,oil sands,peak oil,Canada,Japan,Middle East,South America,Norway,Alberta,China,Australia,Russia,Arctic,oil rich,CAD/USD,CAD/JPY,oil market,cost per gallon,refining capacity,fuel efficiency,CPI,oil crisis,inflation,Gulf War,store oil,oil transportation,natural gas,the interest rates,world crude,supply,interest rates,endogenous variables,federal funds rate,real oil price,share of oil,marginal production cost,income elasticity,the oil supply,volatility,demand and supply,production levels,barrels per day,oil markets,world economic growth,impulse response function,var model,crude oil futures,oil prices,spr releases,Government Policy,crude oil prices,oil shock,us oil,american economic review,exchange and interest,the oil,demand shock,US,exchange rates,monetary policy,bureau of economic,global production,market uncertainty,market volatility,spot price,energy information administration,spr release,saudi arabia,private stocks,crude oil supply,wti futures price,funds rate,the middle east,demand,federal funds,impulse responses,wti futures,supply shock,price elasticity,crude oil price,crude price,oil consumption,elasticity of demand,Energy Prices,scarcity rent,oil supply,oil production,oil price,that monetary policy,natural gas production,marginal revenue,multipliers,the regression,strategic petroleum,gasoline demand,oil demand,the interest rate,impulse response,oil futures,interest rate,barrels of oil,real gdp,oil price change,run demand,chinese oil consumption,strategic petroleum reserve,Oil Shocks,us real,futures price
2014-05-01,6,17,11,26,3,44,28,27,19,79,61,21,17,41,29,6,49,30,51,11,9,7,19,9,7,49,7,41,58,12,79,48,58,37,12,10,16,21,10,22,7,39,19,30,36,29,44,61,54,53,46,69,35,10,28,67,7,20,45,18,56,20,68,41,49,57,18,65,40,22,18,8,43,32,48,47,43,60,62,21,16,48,38,75,12,6,0,40,6,48,29,11,52,43,22,57,13,65,11,42,16,25,38,14,7,67,35,12,10,21,35,75,28,14,17,72,55,6,5,27,50,34,4,29,34,13,48,36,50,24,58,3,8,21,54,39,6,56,27,51,49,56,0,3,34,65,18
2014-06-01,16,14,11,23,13,54,94,20,16,74,62,22,18,44,29,6,49,30,56,9,10,8,17,10,6,40,8,39,50,10,73,38,58,40,13,12,30,24,9,20,6,40,22,30,49,27,46,55,63,66,44,74,34,22,30,56,8,19,44,14,49,13,69,33,45,50,30,67,41,23,12,11,56,28,36,47,42,48,35,23,23,36,25,89,10,8,0,32,9,40,30,10,45,40,12,64,15,44,10,37,12,27,39,8,0,73,34,12,11,16,33,72,19,9,8,42,40,8,8,23,41,30,3,30,33,15,18,40,31,24,40,2,13,19,45,30,7,55,22,41,50,40,0,2,27,66,16
2014-07-01,15,14,12,23,7,49,33,11,11,74,65,19,16,56,28,6,48,26,54,7,10,6,18,12,10,30,16,38,47,8,72,32,57,39,13,9,28,21,10,18,5,42,19,33,40,28,48,56,54,57,44,68,26,33,30,55,7,21,43,9,45,10,73,35,44,45,19,71,41,10,13,11,46,24,27,35,38,42,45,14,20,28,24,69,11,7,0,25,7,45,26,8,27,40,8,63,14,36,9,31,8,23,39,8,0,71,35,12,7,17,37,69,21,10,17,31,36,7,7,26,33,34,2,31,31,14,21,30,27,23,36,2,7,16,44,20,7,55,22,36,52,34,0,2,31,74,18
2014-08-01,54,14,14,23,12,46,29,17,10,72,64,15,17,40,27,6,49,36,53,5,12,6,19,9,8,31,6,38,46,8,72,35,55,35,13,10,18,19,6,16,5,40,19,35,33,28,44,57,54,49,43,74,28,19,28,50,6,20,40,8,44,9,72,31,42,47,12,72,40,17,8,8,34,29,22,35,37,45,48,15,18,31,24,73,8,8,0,28,8,40,26,6,29,39,4,65,13,38,9,35,8,29,36,12,4,68,33,7,11,14,39,71,18,9,14,32,29,7,8,24,32,28,8,29,32,15,16,26,23,24,34,2,9,17,40,26,7,53,16,33,62,24,0,2,21,70,19
2014-09-01,70,22,19,23,8,49,31,20,15,78,65,25,21,40,39,7,50,39,55,8,12,8,20,10,13,51,20,39,59,12,82,49,63,40,17,13,19,23,6,20,6,40,19,37,41,27,44,60,56,50,41,71,34,24,32,62,9,21,46,11,53,12,71,40,48,61,24,66,40,22,13,13,51,67,72,62,41,93,65,22,23,38,43,74,16,11,0,37,9,40,33,7,35,44,12,68,13,46,10,40,10,26,43,11,8,77,43,17,4,20,47,80,24,10,7,54,79,10,12,30,79,33,10,32,39,18,20,41,40,29,51,1,37,29,57,43,8,60,27,62,58,43,6,0,33,69,22
2014-10-01,42,19,14,29,5,43,27,19,29,80,74,21,34,44,26,10,51,37,52,11,23,18,20,13,7,52,14,39,62,13,86,49,66,41,31,32,38,29,12,22,7,41,20,33,39,25,41,58,56,44,41,76,30,12,43,61,7,21,50,14,56,11,73,40,52,60,28,66,42,60,17,21,47,63,79,66,48,91,68,31,29,46,57,59,22,24,0,39,27,46,37,10,45,44,20,61,12,50,13,43,15,46,46,13,11,70,44,17,13,21,42,86,30,14,28,75,94,24,27,31,90,38,14,34,44,30,27,37,62,37,64,3,29,35,62,49,17,61,26,81,53,69,5,4,39,66,25
2014-11-01,25,17,10,90,4,46,27,17,66,80,74,21,43,38,36,10,50,31,52,5,28,21,18,12,9,51,11,56,65,15,85,49,67,47,39,44,39,34,14,27,7,42,18,30,35,25,39,57,55,45,49,78,35,20,44,53,9,20,42,16,57,12,75,42,54,59,31,68,39,34,20,28,62,64,60,60,46,75,64,24,29,39,42,83,31,30,0,40,34,46,43,10,62,45,27,64,11,66,10,48,19,31,49,14,7,72,38,20,20,23,37,84,29,13,20,55,66,33,36,33,65,37,14,36,48,38,48,44,89,35,62,3,18,36,59,41,20,58,27,70,64,79,16,2,27,71,24
2014-12-01,21,22,9,42,4,49,25,15,55,73,89,29,76,40,22,16,48,17,53,7,59,45,18,20,9,40,5,48,55,13,77,39,68,43,81,87,54,45,16,27,7,41,19,27,35,24,35,56,57,49,43,80,29,20,68,58,4,18,38,25,52,11,89,37,48,54,55,66,37,22,26,71,75,42,40,53,41,64,39,27,52,39,44,96,61,67,0,36,76,50,59,8,48,47,22,65,12,62,7,41,8,29,50,15,4,69,33,20,54,23,32,74,29,16,68,57,47,74,77,35,47,41,6,36,63,76,49,38,63,32,55,4,14,42,50,35,43,55,31,50,56,58,5,5,26,74,31
2015-01-01,30,30,9,24,5,60,30,17,43,85,92,31,88,36,36,18,50,27,56,9,72,52,16,33,11,45,5,51,59,13,80,41,70,42,93,96,56,46,17,30,7,42,19,31,41,27,41,57,59,48,44,83,65,26,72,60,7,18,42,29,58,13,81,43,52,54,60,63,49,31,12,84,83,35,37,64,42,58,55,33,50,38,41,79,65,78,0,31,83,46,64,10,34,53,14,57,15,46,10,34,11,28,51,13,3,98,36,23,69,18,37,78,22,15,67,32,39,83,88,36,41,58,7,39,58,86,25,38,30,24,40,4,16,41,49,31,48,63,35,48,62,35,25,4,30,69,30
2015-02-01,63,24,12,22,5,54,28,19,31,85,88,32,82,40,46,16,50,40,75,5,74,39,19,52,7,50,9,50,65,12,86,50,69,38,79,78,62,34,12,23,6,39,19,34,40,24,41,55,54,48,42,78,70,33,63,54,8,19,47,21,59,13,77,47,53,71,52,68,50,32,14,87,76,55,63,67,45,89,73,33,41,39,44,72,55,65,24,40,74,46,52,9,32,50,18,57,15,51,10,46,11,30,46,17,4,76,43,30,55,22,43,82,28,16,75,48,69,80,83,31,71,55,19,38,47,76,23,33,37,33,59,3,28,44,68,45,38,71,34,83,68,46,22,2,36,68,29
2015-03-01,33,22,10,23,4,55,39,18,25,87,79,26,63,34,31,14,48,31,56,12,61,26,18,46,5,46,18,40,64,13,84,51,63,38,55,54,60,32,11,18,5,39,20,33,41,25,43,57,64,47,38,82,58,16,52,57,6,20,50,18,59,13,73,41,49,75,43,67,51,26,20,66,65,62,57,72,46,78,73,26,37,37,50,91,42,45,0,42,53,49,44,10,58,49,22,56,16,63,11,43,14,33,46,13,0,80,34,22,37,25,42,78,29,11,61,59,66,52,55,33,66,41,9,37,41,52,39,40,55,33,58,5,18,32,70,38,28,71,26,82,72,64,0,6,33,68,25
2015-04-01,24,21,9,27,4,49,40,27,26,83,72,24,52,36,33,12,48,26,54,7,51,20,19,42,7,44,7,39,63,13,81,51,62,36,46,43,51,25,11,17,5,39,20,33,40,24,45,59,49,44,33,79,69,19,47,59,6,19,47,21,58,18,75,41,49,75,31,71,49,30,29,50,57,55,47,72,45,77,69,29,34,44,56,88,34,38,0,45,45,49,41,11,63,51,20,57,15,72,11,47,11,30,44,16,7,80,40,24,19,27,43,77,36,15,40,68,59,40,44,32,56,35,10,39,39,48,68,30,73,35,73,3,17,32,69,49,24,72,33,76,60,80,15,3,48,64,26
2015-05-01,23,19,10,24,4,50,31,29,26,77,69,19,45,35,23,10,45,35,52,8,40,17,17,41,10,45,5,39,61,12,78,46,56,32,40,38,34,23,10,17,5,38,20,30,37,30,54,59,50,46,33,81,46,14,41,61,7,19,45,20,54,21,76,38,46,67,32,69,48,28,22,40,49,42,38,48,42,63,54,20,24,42,45,89,23,31,0,44,37,47,38,7,52,48,23,55,15,66,11,41,12,24,38,11,10,77,33,12,18,22,38,71,31,10,24,65,51,38,39,27,50,30,11,32,38,40,56,37,50,28,60,2,10,24,62,35,15,68,24,55,58,63,5,2,32,62,20
2015-06-01,25,20,10,26,4,50,28,16,27,76,66,19,37,34,32,9,45,33,53,7,30,13,18,19,10,35,13,37,54,10,74,36,53,33,33,28,35,21,8,16,5,42,20,27,36,30,45,59,51,41,31,71,45,26,38,53,7,19,43,14,47,12,77,34,45,54,22,70,44,37,13,28,52,30,32,44,40,50,46,19,25,31,27,74,21,25,0,30,29,45,30,8,38,43,13,63,17,40,8,32,13,25,40,8,0,76,35,13,13,19,28,68,23,12,21,43,37,29,28,32,39,29,3,29,33,34,25,28,34,24,46,2,17,25,50,34,13,64,16,42,67,38,10,1,40,64,20
2015-07-01,24,17,10,25,3,44,44,12,14,76,70,23,45,34,26,11,43,29,54,5,45,17,15,23,3,26,0,36,57,12,71,31,57,51,39,36,29,20,9,13,4,41,22,25,33,27,46,60,53,40,31,75,59,35,46,54,7,18,41,11,43,8,78,30,43,54,31,75,46,19,12,41,62,37,19,32,39,45,53,18,30,27,25,75,24,35,0,26,40,51,34,7,36,42,13,58,18,36,7,30,6,27,49,10,0,75,28,21,21,19,28,65,22,10,37,43,31,37,39,31,32,31,4,30,32,43,21,25,29,24,42,2,11,25,46,27,19,65,20,33,73,38,5,2,31,62,26
2015-08-01,19,15,10,23,3,47,37,16,21,76,79,27,64,37,32,13,46,30,62,10,70,31,16,36,3,28,3,39,53,13,73,36,61,53,63,60,28,26,11,14,4,39,20,29,35,27,43,71,54,38,32,76,57,21,67,55,10,18,40,14,45,9,82,32,43,57,31,77,46,14,12,56,85,33,29,37,42,49,48,21,48,28,28,65,38,55,0,27,63,42,39,7,28,46,6,59,17,41,8,35,14,44,53,9,0,76,39,19,36,17,34,65,23,12,71,32,34,58,63,29,33,35,6,34,38,63,17,21,26,23,41,3,9,32,45,27,31,64,20,33,68,31,0,1,32,62,31
2015-09-01,22,17,46,24,4,46,39,20,23,83,73,20,52,31,32,11,45,38,53,7,49,22,17,33,8,45,14,39,63,17,80,48,65,38,50,46,38,26,7,15,4,41,22,35,45,26,43,61,53,47,33,70,35,25,54,59,7,18,44,14,52,11,78,38,45,88,38,72,55,30,21,40,62,61,68,60,44,90,60,18,45,42,32,63,32,43,0,36,47,43,41,9,40,49,12,73,15,47,10,40,14,44,46,11,3,99,33,25,45,26,46,73,31,13,47,38,78,45,48,31,76,33,10,36,38,49,22,33,40,27,63,3,31,36,67,36,23,76,21,63,67,43,5,2,29,71,32
2015-10-01,20,18,35,30,4,47,31,21,24,86,68,23,44,34,33,10,45,41,51,12,39,16,17,30,4,46,18,38,66,14,86,49,62,35,39,31,31,22,10,24,5,43,20,33,42,26,39,62,54,61,34,79,43,19,48,59,6,18,45,15,53,10,78,36,50,69,35,69,46,32,18,45,53,81,94,62,45,94,59,27,35,49,43,77,27,34,0,38,35,39,35,10,48,50,20,54,13,48,11,46,20,34,42,10,0,80,37,25,23,22,43,78,30,11,40,56,98,37,37,31,96,33,8,36,36,42,28,26,61,38,96,5,31,34,69,39,19,72,22,89,65,69,13,5,29,64,28
2015-11-01,100,53,51,100,5,48,29,20,26,88,66,19,42,32,32,10,42,30,48,8,38,16,16,30,3,46,14,43,65,14,83,49,59,38,37,32,31,24,11,19,5,43,21,37,41,26,38,59,52,69,37,79,49,9,46,55,6,18,41,18,55,14,81,40,49,71,31,70,46,34,27,44,51,64,61,65,42,80,76,22,34,48,52,82,30,31,0,43,34,43,38,9,66,48,28,61,12,60,9,46,16,27,43,10,0,80,25,19,15,28,52,76,31,17,33,68,66,34,35,30,65,29,5,36,36,40,55,32,86,37,79,3,20,33,69,46,20,68,29,73,75,85,23,2,25,69,27
2015-12-01,40,35,31,44,4,48,29,18,48,86,85,24,60,28,30,14,40,29,48,7,62,27,14,46,0,36,9,42,55,13,73,38,56,39,56,52,27,29,11,16,5,42,20,29,38,25,35,59,49,53,37,76,63,15,57,48,5,16,36,17,52,12,94,34,45,86,41,67,54,24,39,61,64,46,42,45,39,67,61,23,38,36,32,72,42,48,0,35,56,43,48,7,57,47,23,62,12,61,9,44,10,25,49,11,6,83,33,19,50,36,39,69,41,12,57,55,47,56,59,31,52,32,7,31,42,58,57,29,64,28,77,3,13,30,64,36,26,76,24,52,66,63,5,3,28,72,28
2016-01-01,26,25,19,24,4,49,49,24,42,95,96,20,96,31,32,19,43,37,52,9,100,54,15,42,11,43,9,37,61,17,77,45,64,37,95,86,54,42,15,22,6,41,20,30,42,27,40,60,64,47,42,87,77,40,100,61,8,16,40,27,51,15,82,36,44,59,58,65,46,30,14,100,100,51,38,70,42,66,60,25,100,37,27,76,65,81,0,36,86,39,56,6,39,53,12,54,13,46,6,43,17,43,50,8,10,93,35,34,93,20,40,71,26,14,92,36,41,97,100,36,42,42,10,42,56,99,28,34,34,24,73,3,19,48,56,29,51,66,34,55,69,35,23,4,30,67,43
2016-02-01,17,23,27,23,4,45,34,22,51,98,85,29,87,38,25,18,44,41,54,12,95,37,17,41,7,50,7,38,69,18,82,57,72,41,77,68,65,42,12,16,5,41,21,32,40,25,40,59,51,50,36,93,65,28,83,56,10,18,49,25,56,14,79,42,46,83,54,68,55,40,19,94,98,77,87,78,50,93,100,29,72,48,39,74,52,68,0,41,63,54,53,11,57,54,20,54,14,55,9,48,16,43,58,12,3,85,44,30,100,24,44,77,30,17,100,64,83,86,89,35,83,48,13,43,56,86,38,39,44,31,100,3,48,50,84,38,46,77,36,99,74,63,10,2,42,64,46
2016-03-01,21,29,20,27,4,51,32,18,31,91,85,17,72,36,35,13,43,44,54,9,79,28,17,44,6,44,14,37,66,15,80,57,65,35,66,56,44,32,13,14,4,42,21,30,39,25,40,58,54,47,33,79,55,22,65,55,7,18,47,22,55,14,77,40,44,78,40,70,46,41,22,85,78,82,60,73,47,84,80,23,42,52,51,100,47,54,0,49,51,58,44,7,67,48,29,56,13,62,9,49,13,37,51,10,3,75,45,24,73,25,41,73,32,16,69,72,67,70,75,30,63,40,10,35,42,72,42,39,62,32,84,3,25,40,82,42,34,74,26,90,71,77,5,2,38,66,36
2016-04-01,16,24,16,25,3,44,30,28,43,92,79,22,64,32,34,13,42,42,55,12,66,23,17,34,6,43,6,39,66,17,80,58,66,33,55,45,50,34,13,13,5,40,23,30,38,27,41,63,49,46,30,84,66,18,61,56,10,19,44,24,58,18,80,39,44,86,38,73,49,29,36,75,67,86,52,88,49,83,94,17,46,60,35,98,37,46,0,51,48,57,43,8,77,50,32,55,13,80,9,50,26,34,52,12,7,79,35,27,67,32,42,75,45,16,66,100,65,58,62,32,61,35,14,37,46,63,95,41,86,35,92,3,21,38,91,44,30,78,31,93,78,90,5,3,39,67,35
2016-05-01,15,22,16,25,4,43,30,30,28,87,75,21,57,38,26,11,42,42,57,7,54,19,16,46,6,44,9,37,61,15,76,52,63,33,49,42,50,27,13,30,4,41,21,29,38,30,58,59,53,50,29,86,56,42,51,58,7,18,45,22,53,21,77,36,45,75,28,70,48,39,25,65,60,57,48,69,45,70,71,22,34,49,42,86,29,39,0,46,43,51,37,9,63,47,23,52,13,71,8,46,18,29,51,8,10,74,37,21,54,24,39,69,35,11,48,76,60,51,56,32,57,33,12,37,40,58,55,36,56,29,82,2,12,32,69,39,21,74,25,64,78,69,9,2,35,67,33
2016-06-01,20,27,15,31,3,44,27,16,25,82,75,21,51,32,27,11,40,35,54,11,47,17,12,32,3,30,11,35,61,15,67,39,60,41,45,37,31,20,11,10,4,41,20,24,36,32,42,56,52,71,29,86,54,14,49,50,8,16,43,14,45,11,78,33,42,60,25,69,46,28,11,53,69,39,31,45,51,52,53,13,35,34,29,75,33,37,0,31,40,49,30,9,47,42,17,58,21,47,6,36,20,36,61,6,7,74,34,21,43,19,29,65,23,13,40,58,44,46,52,26,41,31,5,29,32,52,26,23,35,25,58,3,23,30,56,29,21,67,15,47,69,43,10,3,33,62,41
2016-07-01,22,30,16,44,4,41,27,12,12,78,73,28,43,18,28,10,36,32,51,5,39,12,13,46,7,23,7,32,49,11,63,32,55,40,36,28,31,16,7,9,3,44,21,23,30,30,41,59,52,47,28,77,37,21,43,41,7,16,36,9,40,9,83,26,39,52,22,74,44,24,9,48,67,35,24,35,37,42,45,11,27,25,13,62,20,30,0,26,33,40,29,6,37,39,6,55,17,37,8,28,15,27,66,5,3,88,35,16,48,17,26,59,21,8,44,42,29,39,41,24,29,27,2,29,29,45,26,27,24,31,46,2,14,18,51,25,19,65,13,37,71,33,0,2,26,65,35
2016-08-01,15,20,20,23,4,47,35,14,20,84,79,18,47,19,27,9,38,34,53,4,44,14,13,43,3,27,7,39,49,11,66,37,56,35,39,31,39,17,8,7,3,42,21,26,38,30,39,61,55,49,27,76,38,10,44,43,5,15,35,10,42,8,73,29,37,53,28,76,48,15,10,46,64,25,27,37,38,47,42,16,32,27,23,56,26,32,0,27,32,38,27,7,31,39,4,58,14,41,8,36,12,22,53,3,11,75,43,17,45,16,27,59,19,12,42,25,31,45,47,23,30,28,8,32,29,47,23,30,25,38,41,2,13,20,51,24,17,71,14,33,71,23,10,3,28,63,28
2016-09-01,14,26,21,22,4,44,29,18,40,88,74,19,46,28,28,9,39,38,54,10,40,14,15,44,7,42,12,77,61,17,77,50,60,34,37,30,30,25,10,9,4,40,21,28,43,26,39,61,50,50,29,85,43,35,43,54,7,16,41,12,49,10,78,33,40,70,36,71,45,16,13,35,73,55,74,58,41,96,61,20,33,34,29,59,23,29,0,36,25,46,36,7,36,45,15,66,12,46,8,41,15,32,54,7,3,77,41,25,41,22,36,73,26,11,35,45,79,41,42,28,83,27,8,34,33,46,21,33,34,33,59,2,39,36,72,33,18,72,23,70,78,40,10,1,24,66,31
2016-10-01,14,24,26,28,5,45,31,17,33,91,71,19,44,25,29,8,40,33,54,12,37,13,15,34,6,42,13,59,73,17,79,54,60,38,37,31,40,21,8,10,4,39,21,29,39,25,37,61,50,72,31,79,35,16,41,52,4,18,42,13,53,10,78,33,44,77,35,68,45,41,16,39,64,77,92,71,44,92,76,20,31,42,38,54,25,30,0,39,26,44,33,10,59,46,26,59,12,55,8,49,19,36,51,10,3,79,41,21,33,24,38,73,28,12,28,75,98,41,43,29,90,29,14,33,37,46,33,34,66,36,77,2,28,33,79,40,16,73,25,85,71,59,0,1,25,67,30
2016-11-01,13,23,20,93,4,45,28,16,70,94,68,17,45,27,28,9,41,38,53,9,39,13,14,27,5,43,13,100,74,19,80,54,60,50,37,28,43,24,10,13,5,47,22,28,42,26,36,60,53,57,36,81,60,25,49,54,9,18,39,15,59,13,82,38,46,85,35,66,54,32,26,36,66,81,63,53,49,86,81,25,34,42,48,72,28,31,0,43,29,42,45,8,66,46,21,100,14,67,8,49,21,39,65,9,0,72,100,22,42,29,37,71,42,13,43,63,67,37,39,28,64,28,6,30,34,46,63,35,88,31,72,2,16,31,81,41,21,78,28,81,74,86,14,3,29,91,42
2016-12-01,13,21,31,45,3,47,29,17,46,93,76,20,45,27,22,8,37,34,49,7,42,14,13,25,3,34,11,73,63,15,72,43,55,45,39,31,40,26,10,12,4,44,21,26,36,25,33,60,49,61,40,81,45,20,45,51,7,15,33,12,52,11,96,34,43,86,29,69,51,36,36,40,76,69,44,59,40,70,69,20,26,42,43,72,24,32,0,40,29,37,38,8,66,44,29,63,10,74,6,38,21,29,56,6,13,74,49,15,41,33,35,64,38,8,38,59,52,42,45,28,53,27,10,33,36,47,66,30,69,31,69,3,10,26,72,35,20,75,28,60,77,69,0,2,30,72,31
2017-01-01,13,24,16,25,4,53,31,19,26,97,73,20,38,24,29,8,41,54,53,6,32,13,16,27,4,42,15,76,66,14,78,45,59,41,33,27,26,22,10,18,4,44,21,29,41,29,39,61,57,57,40,89,45,23,39,61,5,16,38,13,53,11,80,38,45,61,28,66,54,21,15,30,62,59,36,48,41,65,55,21,23,41,24,69,17,25,0,36,21,43,40,8,35,50,13,60,11,44,6,39,20,27,57,7,9,79,64,17,36,22,38,69,37,14,20,39,46,33,34,29,45,28,10,31,33,41,21,30,33,29,50,2,23,28,63,30,12,82,21,55,75,38,4,3,26,70,29
2017-02-01,11,29,16,22,4,46,36,20,25,98,69,20,35,34,27,7,42,43,55,11,27,11,17,23,3,50,8,61,75,15,83,55,63,37,29,23,35,23,10,12,4,41,21,30,48,25,38,60,55,53,35,94,42,29,41,63,7,19,44,12,57,12,82,42,47,85,31,68,51,35,17,24,65,76,75,82,47,100,97,24,25,44,37,66,18,21,0,44,19,46,36,8,58,49,19,57,10,56,10,48,22,34,61,10,7,74,80,15,18,28,41,75,45,21,34,74,88,27,29,30,85,35,14,33,35,36,31,43,46,35,72,2,47,33,94,37,12,87,24,100,78,65,5,2,30,65,32
2017-03-01,11,26,17,24,4,55,28,19,27,95,66,17,38,35,38,7,42,45,55,12,32,12,17,33,6,49,8,52,75,15,85,60,66,37,31,24,44,23,12,15,4,42,22,29,82,27,40,61,63,59,31,93,38,20,43,65,7,20,45,15,61,13,83,37,47,100,32,70,56,33,31,28,79,90,66,67,49,92,86,26,30,52,38,83,25,24,0,50,23,49,37,11,81,52,30,57,12,67,12,53,25,41,60,8,15,76,67,20,35,37,39,73,48,11,30,79,79,30,32,31,76,31,14,36,37,39,61,37,70,36,75,4,31,34,100,41,16,94,26,97,77,79,4,2,37,66,33
2017-04-01,13,25,89,28,4,46,30,28,26,94,66,15,35,29,28,6,39,37,55,11,27,11,15,38,3,39,9,43,68,15,77,55,62,35,29,23,34,22,12,12,4,41,22,30,74,26,38,65,49,87,30,94,40,17,41,61,6,19,39,18,58,19,85,35,43,82,31,71,48,55,37,34,73,100,50,66,47,83,91,19,28,49,41,82,21,21,0,54,21,53,36,8,100,49,34,57,12,76,9,51,24,31,57,9,3,70,54,23,31,36,42,70,51,19,27,73,62,28,28,30,59,31,8,35,35,35,100,38,90,30,85,3,16,31,96,44,14,87,26,91,74,100,4,3,39,70,29
2017-05-01,14,30,16,23,3,45,31,30,36,86,64,20,37,31,25,7,40,35,55,11,32,11,15,28,6,43,4,42,68,14,77,50,61,33,27,21,32,20,9,11,3,41,22,30,59,29,39,59,50,57,29,92,56,25,38,65,7,17,40,16,55,21,81,36,45,67,29,73,45,33,24,34,64,53,45,56,48,71,71,20,23,39,35,84,19,21,0,46,20,49,33,8,63,48,25,53,11,75,7,54,16,33,56,6,0,100,46,22,45,25,45,66,36,14,37,77,53,31,31,28,55,28,9,32,33,37,81,26,60,29,74,4,17,26,73,36,15,79,20,70,83,73,18,4,35,61,33
2017-06-01,15,36,18,22,3,100,33,19,20,79,68,19,38,30,29,7,39,36,53,4,37,11,14,38,3,30,16,40,60,12,71,37,56,35,28,23,23,20,10,10,3,42,21,26,35,31,42,57,52,62,27,80,40,31,40,57,6,17,38,12,47,11,86,27,42,52,27,73,45,14,16,34,69,37,34,34,40,50,49,13,25,27,19,74,17,23,0,28,22,48,29,5,44,43,11,56,12,42,8,36,13,27,51,8,6,94,50,13,24,24,30,60,24,10,33,45,41,33,35,27,41,29,5,31,30,38,26,29,27,24,45,3,17,24,58,23,15,76,17,44,82,39,0,3,29,58,31
2017-07-01,10,18,14,23,3,58,26,13,17,79,65,15,33,37,29,6,39,23,52,8,32,10,13,33,3,24,3,39,53,10,67,32,56,34,26,18,31,19,8,8,3,44,22,22,32,29,42,65,51,51,26,87,55,42,38,51,7,16,37,8,45,8,92,29,39,49,27,77,46,17,12,29,72,37,25,34,39,46,50,14,21,26,28,62,20,20,0,26,21,52,27,5,37,42,9,52,11,34,8,34,12,27,51,6,0,69,42,12,33,22,22,65,25,9,33,41,31,28,29,26,31,27,5,30,28,37,33,24,28,21,41,2,17,21,53,24,13,80,16,39,85,36,14,2,29,64,30
2017-08-01,10,23,12,22,3,52,26,15,16,80,62,23,32,23,24,6,39,29,59,9,29,10,13,42,3,27,9,41,53,9,69,35,56,35,25,19,32,17,8,7,3,42,22,23,37,28,40,65,52,46,27,95,41,21,38,48,9,15,34,8,43,9,86,24,40,43,24,79,44,13,11,25,53,29,25,38,41,45,37,20,21,27,22,62,17,20,0,28,19,41,27,5,36,41,9,57,11,36,6,33,10,24,58,6,3,71,38,13,14,20,24,61,23,11,17,30,28,27,28,25,34,31,2,28,27,36,22,30,22,21,40,3,12,17,50,28,13,73,17,33,82,24,9,3,26,60,35
2017-09-01,8,20,15,24,3,48,29,17,17,87,61,22,33,26,34,6,39,44,57,6,29,12,14,19,3,42,5,39,70,12,79,46,61,35,27,24,21,18,9,8,3,41,23,26,51,27,38,62,61,49,30,98,62,28,40,59,10,17,40,12,51,9,88,31,43,65,33,75,46,22,10,23,83,60,70,74,44,93,62,15,23,34,37,64,19,19,0,35,16,39,31,8,49,47,13,70,11,40,7,40,16,25,59,5,13,76,56,24,17,25,31,72,28,8,29,37,78,30,32,25,83,28,8,36,31,38,32,28,33,29,60,3,37,37,75,34,14,82,19,60,88,45,0,2,25,68,35
2017-10-01,11,31,18,29,3,48,30,31,19,91,61,19,30,24,33,6,41,37,54,11,26,10,15,24,6,43,9,39,74,13,85,51,60,35,25,19,30,21,8,9,3,42,22,26,53,26,38,60,58,52,30,96,43,20,39,59,8,17,43,12,56,10,89,34,46,82,29,72,50,32,17,28,61,91,100,67,48,99,84,16,26,38,44,55,16,17,0,38,14,40,28,9,70,45,25,58,9,50,10,45,18,37,51,6,0,72,57,25,27,29,33,73,31,15,24,64,100,24,26,27,100,33,12,32,30,35,32,28,70,34,80,2,38,34,92,39,13,86,22,99,87,72,0,2,28,63,33
2017-11-01,9,25,13,98,4,51,34,18,27,96,64,21,36,27,28,7,40,36,54,13,31,14,16,24,6,43,9,50,73,14,83,54,63,33,31,24,28,20,8,11,4,48,22,28,41,28,36,64,58,54,34,99,45,21,45,60,7,18,41,15,59,11,91,34,50,81,33,74,50,25,29,32,78,94,63,67,54,82,81,13,24,50,59,78,18,20,0,47,16,50,31,8,80,47,29,63,9,64,10,48,18,32,55,7,12,100,62,14,14,33,36,71,40,14,29,74,67,33,36,28,72,29,6,32,33,45,79,35,100,34,78,2,19,32,90,43,12,89,23,82,94,89,4,2,25,69,42
2017-12-01,7,18,11,43,3,50,32,16,17,88,62,14,28,27,26,6,36,30,51,10,25,10,13,15,12,35,4,43,62,12,72,42,58,38,24,18,16,17,7,9,4,46,22,26,36,28,32,58,55,52,37,91,46,19,39,53,4,14,33,11,53,9,100,25,48,61,22,71,43,24,31,23,57,56,46,50,51,70,61,13,23,41,31,66,13,17,0,39,14,43,28,6,73,45,24,60,9,65,6,37,15,33,64,6,3,78,50,14,36,36,32,64,34,9,27,58,47,26,26,26,56,28,7,33,27,37,72,26,61,28,67,1,12,23,70,38,10,78,19,59,89,69,9,1,27,71,100
2018-01-01,6,15,11,26,3,55,51,14,16,88,65,23,35,22,41,7,39,38,55,8,32,13,12,12,6,35,16,38,61,11,74,37,59,37,30,24,32,18,9,9,4,47,25,24,41,35,38,61,57,46,43,100,47,22,43,58,5,14,34,10,54,9,89,26,55,46,22,70,49,40,14,28,81,36,36,38,50,54,44,17,23,31,19,67,20,23,0,31,16,42,31,5,28,45,8,54,9,40,6,33,15,30,63,5,0,72,58,15,31,25,29,65,22,13,27,40,38,36,39,27,43,36,4,31,29,46,20,29,32,25,44,1,11,17,52,28,15,83,21,37,100,30,7,1,27,64,59
